Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
38365.0,127192,Female,Loyal Customer,34,Business travel,Eco Plus,370,1,1,1,1,1,1,1,1,3,2,4,1,4,1,0,0.0,neutral or dissatisfied
38382.0,106759,Female,Loyal Customer,68,Personal Travel,Eco,945,4,3,4,2,2,2,3,2,2,4,4,5,2,2,26,27.0,satisfied
38392.0,7538,Male,Loyal Customer,30,Personal Travel,Eco,762,3,5,3,4,4,3,2,4,3,2,4,4,4,4,0,3.0,neutral or dissatisfied
38394.0,49194,Female,disloyal Customer,33,Business travel,Eco,89,1,4,2,3,5,2,4,5,5,4,3,4,5,5,0,0.0,neutral or dissatisfied
38406.0,88361,Female,disloyal Customer,27,Business travel,Business,581,5,5,5,4,2,5,1,2,3,4,5,4,4,2,0,0.0,satisfied
38416.0,61853,Female,Loyal Customer,50,Personal Travel,Eco Plus,1635,1,4,1,4,3,4,4,3,3,1,5,4,3,5,1,0.0,neutral or dissatisfied
38423.0,112558,Female,Loyal Customer,38,Business travel,Eco Plus,450,2,1,1,1,2,2,2,2,1,2,4,1,3,2,27,21.0,neutral or dissatisfied
38425.0,99856,Male,Loyal Customer,49,Personal Travel,Eco,534,3,5,3,1,1,3,2,1,4,3,4,4,5,1,0,0.0,neutral or dissatisfied
38426.0,33302,Female,Loyal Customer,55,Personal Travel,Eco Plus,101,1,2,0,4,5,3,4,3,3,0,5,2,3,1,0,0.0,neutral or dissatisfied
38433.0,82642,Female,Loyal Customer,20,Personal Travel,Eco Plus,528,1,3,2,3,1,2,1,1,3,5,3,5,4,1,0,0.0,neutral or dissatisfied
38439.0,63951,Female,Loyal Customer,70,Personal Travel,Eco,1172,4,5,5,4,2,3,5,1,1,5,1,3,1,4,17,21.0,neutral or dissatisfied
38445.0,65302,Female,Loyal Customer,68,Personal Travel,Eco Plus,247,2,4,0,3,4,5,4,2,2,0,2,4,2,5,1,2.0,neutral or dissatisfied
38449.0,23838,Male,disloyal Customer,27,Business travel,Eco,715,2,2,2,3,4,2,1,4,3,1,2,2,3,4,0,0.0,neutral or dissatisfied
38452.0,117022,Female,disloyal Customer,39,Business travel,Business,338,5,4,4,1,4,4,5,4,5,3,5,3,4,4,7,1.0,satisfied
38458.0,87101,Male,Loyal Customer,12,Personal Travel,Eco,594,1,5,1,2,1,1,3,1,5,2,2,4,2,1,29,22.0,neutral or dissatisfied
38494.0,810,Male,disloyal Customer,26,Business travel,Business,354,3,1,3,3,3,3,3,3,2,5,3,3,3,3,0,7.0,neutral or dissatisfied
38496.0,100565,Female,Loyal Customer,61,Personal Travel,Business,486,1,2,1,4,2,2,4,3,3,1,3,2,3,1,0,0.0,neutral or dissatisfied
38502.0,74802,Female,Loyal Customer,29,Business travel,Eco Plus,1431,3,3,3,3,3,3,3,3,3,1,3,4,4,3,0,2.0,neutral or dissatisfied
38508.0,16253,Male,Loyal Customer,8,Business travel,Business,748,4,4,4,4,4,4,4,4,5,4,2,1,1,4,6,6.0,satisfied
38514.0,58592,Female,Loyal Customer,48,Business travel,Eco,334,4,3,3,3,4,2,2,3,3,4,3,1,3,3,0,0.0,neutral or dissatisfied
38516.0,12081,Male,disloyal Customer,38,Business travel,Business,351,3,4,4,3,5,4,2,5,1,4,5,5,4,5,0,0.0,neutral or dissatisfied
38521.0,47138,Female,disloyal Customer,39,Business travel,Business,954,3,3,3,3,5,3,5,5,1,2,1,2,2,5,0,0.0,neutral or dissatisfied
38526.0,91018,Female,Loyal Customer,43,Personal Travel,Eco,270,0,4,0,3,5,4,4,2,2,0,2,3,2,1,1,7.0,satisfied
38527.0,64205,Male,Loyal Customer,62,Personal Travel,Eco,853,2,5,1,3,3,1,5,3,4,3,5,5,4,3,29,24.0,neutral or dissatisfied
38530.0,35075,Female,Loyal Customer,14,Personal Travel,Business,1102,1,4,1,3,1,1,1,1,2,1,3,2,4,1,17,18.0,neutral or dissatisfied
38544.0,69061,Male,disloyal Customer,29,Business travel,Business,1389,2,2,2,3,3,2,2,3,3,4,4,5,5,3,5,4.0,neutral or dissatisfied
38552.0,57771,Female,disloyal Customer,28,Business travel,Eco,723,3,3,3,3,3,4,4,1,2,3,3,4,4,4,37,35.0,neutral or dissatisfied
38554.0,28532,Male,Loyal Customer,35,Business travel,Business,2701,4,2,2,2,2,2,4,4,4,3,4,2,4,4,16,0.0,neutral or dissatisfied
38576.0,27246,Male,Loyal Customer,37,Business travel,Eco Plus,1024,4,5,5,5,4,4,4,4,2,1,2,5,1,4,0,0.0,satisfied
38589.0,105238,Male,Loyal Customer,49,Personal Travel,Eco,377,1,3,1,3,5,1,2,5,1,1,4,1,3,5,35,17.0,neutral or dissatisfied
38615.0,35327,Female,disloyal Customer,23,Business travel,Eco,1069,2,2,2,4,2,1,1,2,5,3,3,1,1,1,180,194.0,neutral or dissatisfied
38618.0,84138,Male,Loyal Customer,64,Personal Travel,Eco,782,3,2,3,1,4,3,2,4,3,3,2,4,2,4,14,2.0,neutral or dissatisfied
38620.0,47230,Male,Loyal Customer,29,Business travel,Eco Plus,954,2,5,4,5,2,2,2,2,1,5,4,4,4,2,0,0.0,neutral or dissatisfied
38621.0,101565,Female,Loyal Customer,68,Personal Travel,Eco Plus,345,1,5,1,4,3,4,4,4,4,1,4,3,4,5,0,8.0,neutral or dissatisfied
38622.0,102736,Female,Loyal Customer,62,Personal Travel,Eco,365,3,3,3,4,2,4,3,5,5,3,5,2,5,3,0,0.0,neutral or dissatisfied
38624.0,50401,Female,disloyal Customer,24,Business travel,Business,304,4,0,4,4,1,4,1,1,5,1,3,2,5,1,0,0.0,satisfied
38642.0,16863,Female,Loyal Customer,59,Business travel,Business,3975,1,1,1,1,4,5,3,5,5,5,5,1,5,3,45,17.0,satisfied
38643.0,108679,Female,disloyal Customer,25,Business travel,Business,577,0,5,0,3,2,0,4,2,5,2,4,4,4,2,15,1.0,satisfied
38645.0,83521,Female,Loyal Customer,66,Personal Travel,Eco,946,3,5,3,1,3,1,2,1,1,3,1,3,1,3,0,0.0,neutral or dissatisfied
38649.0,109514,Male,disloyal Customer,35,Business travel,Business,966,4,4,4,1,4,4,2,4,4,5,5,5,4,4,0,0.0,neutral or dissatisfied
38656.0,125408,Male,Loyal Customer,23,Business travel,Eco Plus,1440,2,5,5,5,2,3,1,2,1,4,3,4,3,2,0,10.0,neutral or dissatisfied
38658.0,18733,Male,disloyal Customer,38,Business travel,Business,1167,2,2,2,2,3,2,3,3,4,1,2,3,2,3,0,0.0,neutral or dissatisfied
38661.0,57368,Female,Loyal Customer,63,Personal Travel,Eco,414,3,2,2,3,4,4,3,1,1,2,1,2,1,3,3,13.0,neutral or dissatisfied
38664.0,40403,Female,Loyal Customer,70,Personal Travel,Business,222,2,0,2,3,4,4,1,4,4,2,4,3,4,2,0,0.0,neutral or dissatisfied
38668.0,59794,Female,disloyal Customer,34,Business travel,Eco Plus,927,3,3,3,3,3,3,3,3,3,3,2,2,5,3,0,0.0,neutral or dissatisfied
38674.0,75802,Female,Loyal Customer,51,Personal Travel,Eco,868,5,1,5,4,5,3,3,3,3,5,1,2,3,4,0,2.0,satisfied
38677.0,18140,Female,Loyal Customer,53,Business travel,Business,3777,3,3,3,3,1,5,5,5,5,5,5,1,5,2,33,,satisfied
38678.0,7110,Male,Loyal Customer,30,Personal Travel,Eco,273,2,5,1,4,4,1,1,4,3,2,3,1,5,4,0,0.0,neutral or dissatisfied
38682.0,95635,Female,Loyal Customer,22,Personal Travel,Eco,756,3,2,3,3,2,3,1,2,1,1,4,2,3,2,68,63.0,neutral or dissatisfied
38685.0,91583,Male,Loyal Customer,59,Personal Travel,Eco,1123,3,5,3,4,4,3,1,4,5,5,4,4,5,4,15,13.0,neutral or dissatisfied
38688.0,107426,Male,Loyal Customer,32,Personal Travel,Eco,725,3,4,3,3,1,3,5,1,2,3,4,5,3,1,24,18.0,neutral or dissatisfied
38691.0,79281,Male,Loyal Customer,65,Personal Travel,Business,2248,1,4,1,2,5,5,4,3,3,1,3,3,3,5,19,7.0,neutral or dissatisfied
38699.0,92455,Female,Loyal Customer,66,Business travel,Business,1892,1,0,0,2,5,3,2,1,1,0,1,1,1,3,0,0.0,neutral or dissatisfied
38704.0,117134,Female,Loyal Customer,16,Personal Travel,Eco,369,3,4,3,4,1,3,1,1,2,4,5,2,4,1,0,0.0,neutral or dissatisfied
38737.0,98474,Male,disloyal Customer,20,Business travel,Eco Plus,210,2,3,2,3,4,2,4,4,1,4,3,1,3,4,43,59.0,neutral or dissatisfied
38739.0,116511,Male,Loyal Customer,47,Personal Travel,Eco,480,1,4,1,2,5,1,3,5,5,2,4,2,5,5,0,0.0,neutral or dissatisfied
38746.0,32276,Male,Loyal Customer,32,Business travel,Business,3338,4,4,4,4,5,4,4,5,1,3,2,2,3,5,0,1.0,satisfied
38763.0,55441,Female,Loyal Customer,55,Personal Travel,Eco,2521,0,1,0,2,0,1,1,2,1,1,2,1,3,1,0,0.0,satisfied
38766.0,127151,Male,Loyal Customer,62,Personal Travel,Eco,621,2,4,2,4,5,2,1,5,3,4,5,5,4,5,0,0.0,neutral or dissatisfied
38767.0,124286,Male,disloyal Customer,64,Business travel,Business,255,4,4,4,3,2,4,4,2,3,3,4,4,4,2,0,0.0,neutral or dissatisfied
38775.0,35344,Female,disloyal Customer,29,Business travel,Eco,1028,1,1,1,3,1,2,2,1,5,3,3,2,3,2,101,210.0,neutral or dissatisfied
38782.0,41180,Female,Loyal Customer,24,Business travel,Eco Plus,1117,5,3,5,5,5,5,4,5,5,5,5,2,1,5,0,0.0,satisfied
38783.0,34133,Female,Loyal Customer,56,Business travel,Eco,1189,5,4,4,4,1,3,2,5,5,5,5,1,5,3,0,0.0,satisfied
38809.0,111646,Female,Loyal Customer,57,Personal Travel,Eco,1558,5,5,5,4,3,3,5,1,1,5,1,5,1,5,19,26.0,satisfied
38816.0,120933,Male,disloyal Customer,25,Business travel,Eco,1013,4,4,4,4,2,4,4,2,2,5,4,3,4,2,0,0.0,neutral or dissatisfied
38817.0,118827,Female,Loyal Customer,66,Business travel,Eco Plus,338,4,3,3,3,4,2,2,4,4,4,4,4,4,1,0,0.0,neutral or dissatisfied
38821.0,21918,Male,Loyal Customer,46,Business travel,Business,3399,2,2,2,2,2,4,2,5,5,4,5,1,5,1,0,0.0,satisfied
38835.0,19036,Female,Loyal Customer,40,Business travel,Eco Plus,788,3,4,4,4,3,4,3,3,1,1,3,5,5,3,0,35.0,satisfied
38837.0,121898,Male,Loyal Customer,62,Personal Travel,Eco,366,3,4,4,5,4,4,1,4,5,2,4,5,4,4,0,0.0,neutral or dissatisfied
38848.0,87126,Female,Loyal Customer,41,Personal Travel,Eco,594,2,2,2,3,2,2,4,2,3,4,2,2,2,2,9,5.0,neutral or dissatisfied
38853.0,118684,Male,Loyal Customer,25,Personal Travel,Eco,368,3,5,3,1,3,3,3,3,2,5,2,5,4,3,4,0.0,neutral or dissatisfied
38855.0,35731,Male,Loyal Customer,18,Personal Travel,Eco Plus,2576,1,1,1,4,1,3,3,1,1,3,3,3,2,3,173,174.0,neutral or dissatisfied
38858.0,71501,Male,Loyal Customer,66,Personal Travel,Business,1197,3,4,3,2,3,4,5,1,1,3,1,2,1,5,0,0.0,neutral or dissatisfied
38859.0,117994,Female,Loyal Customer,39,Business travel,Eco Plus,255,2,2,2,2,2,2,2,2,2,4,3,4,3,2,0,0.0,neutral or dissatisfied
38865.0,95546,Female,Loyal Customer,42,Personal Travel,Eco Plus,496,2,4,2,4,5,5,5,4,4,2,4,5,4,5,40,34.0,neutral or dissatisfied
38871.0,51424,Male,Loyal Customer,64,Personal Travel,Eco Plus,373,1,4,1,3,2,1,3,2,3,4,4,2,4,2,0,0.0,neutral or dissatisfied
38880.0,1852,Male,Loyal Customer,44,Personal Travel,Eco Plus,500,4,5,4,2,1,4,1,1,3,2,4,5,5,1,0,0.0,neutral or dissatisfied
38882.0,926,Female,Loyal Customer,25,Business travel,Business,89,4,5,5,5,0,1,4,0,2,4,4,3,4,0,27,29.0,neutral or dissatisfied
38888.0,12506,Male,Loyal Customer,46,Personal Travel,Eco Plus,127,2,1,2,3,2,2,2,2,3,2,4,2,3,2,0,0.0,neutral or dissatisfied
38914.0,123944,Female,disloyal Customer,51,Business travel,Eco Plus,541,3,2,2,1,4,3,4,4,3,5,2,4,2,4,1,0.0,neutral or dissatisfied
38919.0,63007,Female,disloyal Customer,21,Business travel,Business,862,2,3,1,4,1,1,1,1,2,3,4,1,3,1,0,0.0,neutral or dissatisfied
38936.0,123948,Female,disloyal Customer,25,Business travel,Eco Plus,544,4,4,5,3,5,5,5,5,3,2,4,2,3,5,24,84.0,neutral or dissatisfied
38937.0,122836,Male,Loyal Customer,35,Personal Travel,Business,226,0,5,0,2,4,4,4,1,1,0,1,5,1,4,0,0.0,satisfied
38960.0,92534,Male,Loyal Customer,30,Personal Travel,Eco,1947,4,4,4,1,4,1,5,3,2,4,5,5,3,5,138,167.0,neutral or dissatisfied
38963.0,69167,Female,Loyal Customer,32,Business travel,Business,2866,4,4,4,4,4,4,5,4,3,2,5,4,5,4,16,14.0,satisfied
38970.0,38174,Female,Loyal Customer,35,Personal Travel,Eco,1121,2,4,1,2,1,1,5,1,5,5,5,4,5,1,10,0.0,neutral or dissatisfied
38988.0,52454,Male,Loyal Customer,41,Business travel,Eco Plus,455,4,4,4,4,4,4,4,4,1,1,2,1,1,4,0,2.0,satisfied
38990.0,71595,Male,Loyal Customer,55,Business travel,Business,1012,2,2,2,2,5,1,2,2,2,2,2,1,2,4,8,11.0,neutral or dissatisfied
38997.0,26262,Female,disloyal Customer,19,Business travel,Business,859,4,0,4,1,2,4,3,2,4,4,4,3,5,2,1,0.0,satisfied
39032.0,73036,Male,Loyal Customer,15,Personal Travel,Eco,1096,2,1,2,3,5,2,1,5,2,3,2,2,4,5,0,0.0,neutral or dissatisfied
39033.0,13114,Male,Loyal Customer,42,Business travel,Business,562,4,4,4,4,1,4,3,5,5,5,5,1,5,5,45,32.0,satisfied
39036.0,25393,Female,Loyal Customer,34,Business travel,Business,3789,3,3,3,3,5,5,5,5,3,1,2,5,2,5,341,334.0,satisfied
39042.0,32008,Male,Loyal Customer,24,Personal Travel,Business,102,3,3,3,2,1,3,1,1,5,1,3,1,5,1,0,0.0,neutral or dissatisfied
39043.0,116057,Female,Loyal Customer,70,Personal Travel,Eco,337,5,3,5,2,5,2,3,2,2,5,2,1,2,2,11,7.0,satisfied
39057.0,34001,Female,Loyal Customer,48,Business travel,Eco,1576,3,2,2,2,3,3,2,2,2,3,2,1,2,1,71,91.0,neutral or dissatisfied
39060.0,8708,Female,Loyal Customer,61,Personal Travel,Eco,280,0,2,0,3,1,3,4,2,2,0,2,1,2,1,0,2.0,satisfied
39062.0,58833,Female,Loyal Customer,53,Business travel,Eco Plus,1050,2,1,1,1,5,4,3,2,2,2,2,2,2,2,9,0.0,neutral or dissatisfied
39064.0,20354,Female,disloyal Customer,23,Business travel,Business,323,1,3,1,3,5,1,5,5,1,5,4,3,4,5,70,59.0,neutral or dissatisfied
39065.0,35806,Male,Loyal Customer,62,Personal Travel,Business,1023,3,4,4,3,3,4,3,1,1,4,1,5,1,2,0,0.0,neutral or dissatisfied
39068.0,50400,Male,disloyal Customer,27,Business travel,Eco,262,2,5,3,3,1,3,1,1,4,1,2,5,5,1,0,0.0,neutral or dissatisfied
39070.0,128058,Female,Loyal Customer,56,Personal Travel,Eco Plus,735,2,5,2,3,2,4,1,2,2,2,2,1,2,2,6,13.0,neutral or dissatisfied
39079.0,120610,Female,disloyal Customer,38,Business travel,Eco,453,3,4,3,3,1,3,2,1,3,4,4,3,4,1,0,0.0,neutral or dissatisfied
39089.0,43881,Female,disloyal Customer,80,Business travel,Business,174,2,2,2,4,1,3,4,1,1,2,1,3,1,2,0,0.0,neutral or dissatisfied
39092.0,118272,Male,Loyal Customer,41,Business travel,Business,602,1,0,0,4,1,4,3,4,4,0,4,4,4,4,27,8.0,neutral or dissatisfied
39096.0,42134,Female,Loyal Customer,50,Personal Travel,Eco Plus,898,4,4,5,1,5,5,5,2,2,5,2,3,2,5,0,0.0,neutral or dissatisfied
39097.0,52624,Female,disloyal Customer,27,Business travel,Eco,119,3,4,3,4,3,3,3,3,1,4,1,4,2,3,0,0.0,neutral or dissatisfied
39101.0,7822,Female,Loyal Customer,43,Personal Travel,Eco,650,5,4,5,4,2,3,3,2,2,5,2,4,2,1,16,3.0,satisfied
39119.0,79427,Male,Loyal Customer,49,Personal Travel,Eco,502,3,5,3,3,2,3,4,2,5,4,5,5,5,2,59,41.0,neutral or dissatisfied
39122.0,68095,Female,disloyal Customer,10,Business travel,Eco,868,5,5,5,3,4,5,4,4,4,4,4,5,5,4,0,0.0,satisfied
39124.0,671,Female,disloyal Customer,21,Business travel,Eco,134,1,0,1,1,4,1,4,4,4,5,5,5,4,4,0,0.0,neutral or dissatisfied
39132.0,21427,Male,disloyal Customer,27,Business travel,Eco,164,3,3,3,1,2,3,2,2,2,3,1,1,1,2,0,0.0,neutral or dissatisfied
39133.0,99745,Male,Loyal Customer,65,Business travel,Business,2601,3,2,4,4,5,2,3,3,3,4,3,4,3,1,66,54.0,neutral or dissatisfied
39168.0,13870,Male,Loyal Customer,29,Business travel,Business,667,3,3,5,3,5,3,3,4,1,4,5,3,4,3,133,140.0,satisfied
39169.0,102535,Female,Loyal Customer,50,Personal Travel,Eco,197,3,4,3,1,4,1,1,1,1,3,2,3,1,5,7,9.0,neutral or dissatisfied
39173.0,21560,Male,disloyal Customer,21,Business travel,Eco,377,5,0,5,1,4,5,4,4,1,1,5,5,2,4,0,4.0,satisfied
39190.0,1664,Male,Loyal Customer,20,Personal Travel,Eco,551,3,1,3,2,3,1,1,3,1,2,2,1,2,1,164,283.0,neutral or dissatisfied
39196.0,29179,Female,disloyal Customer,44,Business travel,Eco Plus,697,2,2,2,4,4,2,4,4,2,3,4,1,4,4,0,3.0,neutral or dissatisfied
39198.0,50098,Female,Loyal Customer,50,Business travel,Eco,266,1,1,1,1,5,3,3,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
39210.0,60620,Female,disloyal Customer,39,Business travel,Business,1201,3,3,3,2,2,3,2,2,3,1,3,1,2,2,0,19.0,neutral or dissatisfied
39213.0,33418,Female,Loyal Customer,46,Business travel,Business,2409,3,3,3,3,2,5,1,3,3,3,3,4,3,4,0,0.0,satisfied
39228.0,12529,Female,Loyal Customer,48,Business travel,Business,788,5,5,5,5,3,4,2,3,3,4,3,2,3,4,12,21.0,satisfied
39244.0,18135,Female,Loyal Customer,54,Business travel,Business,632,3,3,3,3,2,3,3,3,2,4,5,3,4,3,125,138.0,satisfied
39250.0,113666,Male,Loyal Customer,70,Personal Travel,Eco,258,2,2,2,3,4,2,5,4,1,3,4,1,4,4,20,18.0,neutral or dissatisfied
39253.0,82063,Female,Loyal Customer,35,Personal Travel,Business,1298,1,5,1,1,3,4,4,3,3,1,2,5,3,3,0,0.0,neutral or dissatisfied
39260.0,3564,Female,Loyal Customer,47,Business travel,Business,3939,2,2,2,2,3,1,1,2,2,3,2,3,2,2,35,34.0,neutral or dissatisfied
39274.0,20166,Female,disloyal Customer,32,Business travel,Eco,403,4,3,4,3,4,4,5,4,2,1,4,4,3,4,0,0.0,neutral or dissatisfied
39286.0,98160,Female,Loyal Customer,60,Personal Travel,Eco,745,5,3,5,2,3,5,5,4,4,5,5,4,4,3,2,6.0,satisfied
39287.0,125886,Male,Loyal Customer,43,Personal Travel,Eco,1013,3,3,3,3,4,3,3,4,2,5,1,4,4,4,0,0.0,neutral or dissatisfied
39291.0,103322,Female,disloyal Customer,39,Business travel,Eco,739,3,2,2,2,2,3,3,2,1,1,2,3,1,3,151,,neutral or dissatisfied
39292.0,129753,Female,Loyal Customer,36,Business travel,Business,447,5,5,5,5,1,4,1,4,4,4,4,3,4,5,0,0.0,satisfied
39302.0,12534,Male,Loyal Customer,44,Business travel,Business,871,3,3,3,3,5,5,1,2,2,2,2,5,2,5,0,0.0,satisfied
39303.0,15640,Male,Loyal Customer,17,Business travel,Eco Plus,292,4,3,3,3,4,4,3,4,4,2,3,2,1,4,0,0.0,satisfied
39306.0,61798,Female,Loyal Customer,28,Personal Travel,Eco,1379,3,5,2,5,5,2,2,5,3,5,4,4,5,5,24,19.0,neutral or dissatisfied
39307.0,112634,Female,disloyal Customer,64,Business travel,Eco Plus,602,3,3,3,3,2,3,3,2,2,2,3,1,3,2,0,0.0,neutral or dissatisfied
39310.0,74700,Female,Loyal Customer,54,Personal Travel,Eco,1126,1,4,1,3,3,4,4,4,4,1,4,5,4,5,0,0.0,neutral or dissatisfied
39313.0,97220,Female,Loyal Customer,41,Personal Travel,Eco Plus,1164,4,5,5,5,2,4,4,1,1,5,1,5,1,4,0,0.0,neutral or dissatisfied
39327.0,20702,Male,Loyal Customer,49,Personal Travel,Eco,584,5,5,5,1,5,3,3,5,3,4,5,3,4,3,132,118.0,satisfied
39333.0,33665,Female,Loyal Customer,29,Business travel,Eco Plus,413,4,4,4,4,4,4,4,4,4,2,2,2,5,4,0,0.0,satisfied
39349.0,108930,Female,Loyal Customer,60,Personal Travel,Eco,1075,0,4,0,1,3,4,4,2,2,0,2,5,2,3,0,1.0,satisfied
39360.0,24436,Female,disloyal Customer,25,Business travel,Eco Plus,634,1,3,1,4,5,1,5,5,2,1,2,5,3,5,0,0.0,neutral or dissatisfied
39361.0,32429,Male,disloyal Customer,40,Business travel,Eco,163,4,0,4,1,1,4,1,1,3,1,2,5,2,1,0,0.0,satisfied
39367.0,50536,Male,Loyal Customer,55,Personal Travel,Eco,109,3,3,3,1,4,3,5,4,2,3,1,2,5,4,2,3.0,neutral or dissatisfied
39382.0,25388,Male,disloyal Customer,41,Business travel,Eco Plus,591,1,1,1,3,1,5,5,3,2,3,3,5,1,5,306,295.0,neutral or dissatisfied
39393.0,21317,Female,disloyal Customer,30,Business travel,Eco Plus,620,0,0,0,3,4,0,3,4,2,5,1,4,3,4,14,12.0,satisfied
39400.0,37899,Male,disloyal Customer,41,Business travel,Eco,537,4,0,4,1,4,4,5,5,5,1,4,5,2,5,151,136.0,neutral or dissatisfied
39407.0,64895,Female,disloyal Customer,54,Business travel,Business,190,3,3,3,1,3,3,4,3,4,3,4,5,4,3,0,0.0,neutral or dissatisfied
39408.0,110199,Female,Loyal Customer,46,Business travel,Eco Plus,979,3,5,5,5,2,3,3,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
39409.0,53976,Female,Loyal Customer,37,Personal Travel,Eco,1325,1,5,1,2,2,1,2,2,3,3,2,1,5,2,6,0.0,neutral or dissatisfied
39410.0,14324,Female,Loyal Customer,59,Personal Travel,Eco,429,0,1,0,4,4,3,3,3,3,0,3,1,3,1,0,0.0,satisfied
39415.0,117037,Female,Loyal Customer,42,Business travel,Business,369,3,1,1,1,1,3,3,3,3,2,3,2,3,4,1,0.0,neutral or dissatisfied
39447.0,113771,Female,Loyal Customer,52,Personal Travel,Eco,414,2,4,2,2,4,3,2,5,5,2,4,5,5,4,0,0.0,neutral or dissatisfied
39449.0,59183,Male,disloyal Customer,27,Business travel,Business,1440,4,4,4,4,3,4,2,3,5,5,5,3,5,3,103,87.0,satisfied
39452.0,48986,Female,disloyal Customer,23,Business travel,Eco,109,3,0,3,4,4,3,5,4,5,1,3,1,5,4,0,0.0,neutral or dissatisfied
39454.0,57812,Male,Loyal Customer,48,Personal Travel,Eco Plus,1235,3,3,3,2,4,3,1,4,5,5,2,5,3,4,2,0.0,neutral or dissatisfied
39464.0,113047,Male,Loyal Customer,24,Business travel,Eco,479,4,3,3,3,4,4,2,4,2,2,1,4,1,4,0,0.0,neutral or dissatisfied
39466.0,128254,Male,Loyal Customer,45,Business travel,Business,1737,0,0,0,4,3,5,5,1,1,1,1,3,1,3,1,0.0,satisfied
39467.0,30831,Male,Loyal Customer,63,Business travel,Business,2009,2,3,3,3,3,3,2,2,2,2,2,3,2,2,0,30.0,neutral or dissatisfied
39472.0,85836,Male,Loyal Customer,47,Personal Travel,Eco,526,2,5,2,3,3,2,5,3,3,3,5,5,4,3,0,0.0,neutral or dissatisfied
39476.0,115971,Male,Loyal Customer,67,Personal Travel,Eco,447,4,4,4,1,2,4,3,2,3,4,4,5,4,2,7,0.0,neutral or dissatisfied
39483.0,54224,Female,Loyal Customer,60,Business travel,Eco,1222,4,3,3,3,5,1,1,4,4,4,4,5,4,1,0,0.0,satisfied
39487.0,43127,Female,Loyal Customer,57,Business travel,Eco Plus,259,3,4,4,4,5,2,4,3,3,3,3,2,3,2,46,39.0,satisfied
39488.0,121641,Male,disloyal Customer,22,Business travel,Eco,936,2,3,3,3,1,3,2,1,2,5,4,4,3,1,0,0.0,neutral or dissatisfied
39491.0,24250,Female,Loyal Customer,59,Personal Travel,Eco,170,0,4,0,2,2,4,4,5,5,0,5,3,5,3,0,0.0,satisfied
39495.0,113277,Female,disloyal Customer,23,Business travel,Eco,197,0,4,0,2,5,0,5,5,5,5,5,5,5,5,4,1.0,satisfied
39502.0,44298,Male,Loyal Customer,13,Personal Travel,Eco Plus,563,2,5,2,1,2,2,2,2,3,4,5,3,5,2,10,28.0,neutral or dissatisfied
39504.0,41884,Female,disloyal Customer,39,Business travel,Business,1117,5,4,4,3,5,4,5,5,5,4,5,1,2,5,0,0.0,satisfied
39505.0,116664,Female,Loyal Customer,52,Business travel,Eco Plus,342,2,1,5,1,1,4,3,2,2,2,2,4,2,1,25,13.0,neutral or dissatisfied
39509.0,51462,Male,Loyal Customer,61,Personal Travel,Eco Plus,86,1,5,1,1,5,1,5,5,4,5,4,5,5,5,0,0.0,neutral or dissatisfied
39519.0,48449,Male,disloyal Customer,27,Business travel,Eco,853,4,4,4,4,5,4,3,5,2,1,1,4,5,5,0,7.0,satisfied
39521.0,41940,Female,Loyal Customer,60,Business travel,Eco Plus,129,2,1,4,1,2,4,3,2,2,2,2,4,2,2,57,63.0,neutral or dissatisfied
39528.0,47805,Female,Loyal Customer,24,Business travel,Business,726,5,5,5,5,5,5,5,5,2,5,4,4,5,5,0,0.0,satisfied
39530.0,36844,Female,Loyal Customer,19,Personal Travel,Eco,369,2,4,5,3,2,5,1,2,1,3,3,3,4,2,0,0.0,neutral or dissatisfied
39564.0,53958,Male,disloyal Customer,31,Business travel,Business,1117,2,2,2,3,2,2,1,2,4,1,3,3,2,2,34,24.0,neutral or dissatisfied
39565.0,85584,Female,Loyal Customer,50,Business travel,Business,2973,4,2,2,2,2,4,3,2,2,3,4,4,2,1,0,0.0,neutral or dissatisfied
39587.0,37750,Female,Loyal Customer,17,Business travel,Eco Plus,1076,5,1,1,1,5,5,3,5,2,1,3,1,5,5,12,9.0,satisfied
39595.0,49854,Female,disloyal Customer,39,Business travel,Business,209,3,2,2,4,2,2,2,2,2,2,5,5,5,2,0,0.0,neutral or dissatisfied
39600.0,14356,Male,disloyal Customer,26,Business travel,Eco Plus,395,2,4,2,3,4,2,4,4,2,5,3,4,4,4,12,7.0,neutral or dissatisfied
39613.0,109981,Female,Loyal Customer,50,Personal Travel,Eco,1033,4,1,4,3,1,3,2,3,3,4,3,1,3,3,0,0.0,neutral or dissatisfied
39616.0,22093,Male,disloyal Customer,19,Business travel,Eco,782,2,3,3,4,2,3,4,2,3,2,3,1,3,2,126,128.0,neutral or dissatisfied
39619.0,13976,Male,Loyal Customer,34,Business travel,Eco Plus,259,5,5,5,5,5,5,5,5,4,4,1,5,3,5,39,37.0,satisfied
